,movie_ID,IMDb_ID,title,genre,year
32,33,114952,Wings of Courage,Adventure|Romance|IMAX,1995
33,34,112431,Babe,Children|Drama,1995
34,35,112637,Carrington,Drama|Romance,1995
35,36,112818,Dead Man Walking,Crime|Drama,1995
36,37,112286,Across the Sea of Time,Documentary|IMAX,1995
37,38,113442,It Takes Two,Children|Comedy,1995
38,39,112697,Clueless,Comedy|Romance,1995
39,40,112749,"Cry, the Beloved Country",Drama,1995
40,41,114279,Richard III,Drama|War,1995
41,42,112819,Dead Presidents,Action|Crime|Drama,1995
42,43,114272,Restoration,Drama,1995
43,44,113855,Mortal Kombat,Action|Adventure|Fantasy,1995
44,45,114681,To Die For,Comedy|Drama|Thriller,1995
45,46,113347,How to Make an American Quilt,Drama|Romance,1995
46,47,114369,Seven (a.k.a. Se7en),Mystery|Thriller,1995
47,48,114148,Pocahontas,Animation|Children|Drama|Musical|Romance,1995
48,49,114916,When Night Is Falling,Drama|Romance,1995
49,50,114814,"Usual Suspects, The",Crime|Mystery|Thriller,1995
50,51,109950,Guardian Angel,Action|Drama|Thriller,1994
51,52,113819,Mighty Aphrodite,Comedy|Drama|Romance,1995
52,53,110299,Lamerica,Adventure|Drama,1994
53,54,112499,"Big Green, The",Children|Comedy,1995
54,55,113158,Georgia,Drama,1995
55,56,113541,Kids of the Round Table,Adventure|Children|Comedy|Fantasy,1995
56,57,113321,Home for the Holidays,Drama,1995
57,58,110877,"Postman, The (Postino, Il)",Comedy|Drama|Romance,1994
58,59,112714,"Confessional, The (Confessionnal, Le)",Drama|Mystery,1995
59,60,113419,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995
60,61,116260,Eye for an Eye,Drama|Thriller,1996
61,62,113862,Mr. Holland's Opus,Drama,1995
62,63,116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996
63,64,118002,Two if by Sea,Comedy|Romance,1996
64,65,115683,Bio-Dome,Comedy,1996
65,66,116839,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996
66,67,114753,Two Bits,Drama,1995
67,68,113149,French Twist (Gazon maudit),Comedy|Romance,1995
68,69,113118,Friday,Comedy,1995
69,70,116367,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996
70,71,113010,Fair Game,Action,1995
71,72,113537,Kicking and Screaming,Comedy|Drama,1995
72,73,113828,"Misérables, Les",Drama|War,1995
73,74,115644,Bed of Roses,Drama|Romance,1996
74,75,115676,Big Bully,Comedy|Drama,1996
75,76,114367,Screamers,Action|Sci-Fi|Thriller,1995
76,77,113973,Nico Icon,Documentary,1995
77,78,112744,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995
78,79,116731,"Juror, The",Drama|Thriller,1996
79,80,112445,"White Balloon, The (Badkonake sefid)",Children|Drama,1995
80,81,114660,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995
81,82,112379,Antonia's Line (Antonia),Comedy|Drama,1995
82,83,114039,Once Upon a Time... When We Were Colored,Drama|Romance,1995
83,84,113612,Last Summer in the Hamptons,Comedy|Drama,1995
84,85,112365,Angels and Insects,Drama|Romance,1995
85,86,118158,White Squall,Action|Adventure|Drama,1996
86,87,116151,Dunston Checks In,Children|Comedy,1996
87,88,115697,Black Sheep,Comedy,1996
88,89,113972,Nick of Time,Action|Thriller,1995
89,90,113490,The Journey of August King,Drama,1995
90,92,117002,Mary Reilly,Drama|Horror|Thriller,1996
91,93,114825,Vampire in Brooklyn,Comedy|Horror|Romance,1995
92,94,115639,Beautiful Girls,Comedy|Drama|Romance,1996
93,95,115759,Broken Arrow,Action|Adventure|Thriller,1996
94,96,113403,In the Bleak Midwinter,Comedy|Drama,1995
95,97,113247,"Hate (Haine, La)",Crime|Drama,1995
96,98,111173,Shopping,Action|Thriller,1994
97,99,113283,Heidi Fleiss: Hollywood Madam,Documentary,1995
98,100,115907,City Hall,Drama|Thriller,1996
99,101,115734,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996
100,102,117102,Mr. Wrong,Comedy,1996
101,103,118040,Unforgettable,Mystery|Sci-Fi|Thriller,1996
102,104,116483,Happy Gilmore,Comedy,1996
103,105,112579,"Bridges of Madison County, The",Drama|Romance,1995
104,106,110251,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994
105,107,117110,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996
106,108,112646,Catwalk,Documentary,1996
107,109,113276,Headless Body in Topless Bar,Comedy|Drama|Thriller,1995
108,110,112573,Braveheart,Action|Drama|War,1995
109,111,75314,Taxi Driver,Crime|Drama|Thriller,1976
110,112,113326,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995
111,113,115645,Before and After,Drama|Mystery,1996
112,114,113774,Margaret's Museum,Drama,1995
113,115,112556,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,1995
114,116,112373,Anne Frank Remembered,Documentary,1995
115,117,115033,"Young Poisoner's Handbook, The",Crime|Drama,1995
116,118,116606,If Lucy Fell,Comedy|Romance,1996
117,119,114536,"Steal Big, Steal Little",Comedy,1995
118,120,117427,Race the Sun,Adventure|Comedy|Drama,1996
119,121,106473,"Boys of St. Vincent, The",Drama,1992
120,122,103859,Boomerang,Comedy|Romance,1992
121,123,109424,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994
122,124,114808,"Star Maker, The (Uomo delle stelle, L')",Drama,1995
123,125,116324,Flirting With Disaster,Comedy,1996
124,126,110647,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994
125,127,111055,"Silences of the Palace, The (Saimt el Qusur)",Drama,1994
126,128,110217,Jupiter's Wife,Documentary,1994
127,129,114131,Pie in the Sky,Comedy|Romance,1996
128,130,112364,Angela,Drama,1995
129,131,113107,Frankie Starlight,Drama|Romance,1995
130,132,113451,Jade,Thriller,1995
131,133,114015,Nueba Yol,Comedy|Drama,1995
132,134,114500,Sonic Outlaws,Documentary,1995
133,135,116130,Down Periscope,Comedy,1996
134,136,113125,From the Journals of Jean Seberg,Documentary,1995
135,137,113756,Man of the Year,Documentary,1995
136,138,113952,"Neon Bible, The",Drama,1995
137,139,114618,Target,Action|Drama,1995
138,140,118055,Up Close and Personal,Drama|Romance,1996
139,141,115685,"Birdcage, The",Comedy,1996
140,142,94878,Shadows (Cienie),Drama,1988
141,143,113200,Gospa,Drama,1995
142,144,112585,"Brothers McMullen, The",Comedy,1995
143,145,112442,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995
144,146,112342,"Amazing Panda Adventure, The",Adventure|Children,1995
145,147,112461,"Basketball Diaries, The",Drama,1995
146,148,112427,"Awfully Big Adventure, An",Drama,1995
147,149,109093,Amateur,Crime|Drama|Thriller,1994
148,150,112384,Apollo 13,Adventure|Drama|IMAX,1995
149,151,114287,Rob Roy,Action|Drama|Romance|War,1995
150,152,112288,"Addiction, The",Drama|Horror,1995
151,153,112462,Batman Forever,Action|Adventure|Comedy|Crime,1995
152,154,61395,Beauty of the Day (Belle de jour),Drama,1967
153,155,112495,Beyond Rangoon,Adventure|Drama|War,1995
154,156,112541,Blue in the Face,Comedy|Drama,1995
155,157,109370,Canadian Bacon,Comedy|War,1995
156,158,112642,Casper,Adventure|Children,1995
157,159,112688,Clockers,Crime|Drama|Mystery,1995
158,160,112715,Congo,Action|Adventure|Mystery|Sci-Fi,1995
159,161,112740,Crimson Tide,Drama|Thriller|War,1995
160,162,109508,Crumb,Documentary,1994
161,163,112851,Desperado,Action|Romance|Western,1995
162,164,112857,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995
163,165,112864,Die Hard: With a Vengeance,Action|Crime|Thriller,1995
164,166,112887,"Doom Generation, The",Comedy|Crime|Drama,1995
165,167,113044,Feast of July,Drama,1995
166,168,113071,First Knight,Action|Drama|Romance,1995
167,169,113114,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995
168,170,113243,Hackers,Action|Adventure|Crime|Thriller,1995
169,171,113464,Jeffrey,Comedy|Drama,1995
170,172,113481,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995
171,173,113492,Judge Dredd,Action|Crime|Sci-Fi,1995
172,174,113500,Jury Duty,Comedy,1995
173,175,113540,Kids,Drama,1995
174,176,113677,Living in Oblivion,Comedy,1995
175,177,113690,Lord of Illusions,Horror,1995
176,178,107447,Love & Human Remains,Comedy|Drama,1993
177,179,113729,Mad Love,Drama|Romance,1995
178,180,113749,Mallrats,Comedy|Romance,1995
179,181,113820,Mighty Morphin Power Rangers: The Movie,Action|Children,1995
180,182,113851,Moonlight and Valentino,Drama|Romance,1995
181,183,110604,Mute Witness,Comedy|Horror|Thriller,1994
182,184,110620,Nadja,Drama,1994
183,185,113957,"Net, The",Action|Crime|Thriller,1995
184,186,113986,Nine Months,Comedy|Romance,1995
185,187,114095,Party Girl,Comedy,1995
186,188,114194,"Prophecy, The",Fantasy|Horror|Mystery,1995
187,189,114241,Reckless,Comedy|Fantasy,1995
188,190,114323,Safe,Thriller,1995
189,191,114345,"Scarlet Letter, The",Drama|Romance,1995
190,192,114435,The Show,Documentary,1995
191,193,114436,Showgirls,Drama,1995
192,194,114478,Smoke,Comedy|Drama,1995
193,195,114496,Something to Talk About,Comedy|Drama|Romance,1995
194,196,114508,Species,Horror|Sci-Fi,1995
195,197,114534,"Stars Fell on Henrietta, The",Drama,1995
196,198,114558,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
197,199,58450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964
198,200,114666,"Tie That Binds, The",Thriller,1995
199,201,114663,Three Wishes,Drama|Fantasy,1995
200,202,114702,Total Eclipse,Drama|Romance,1995
201,203,114682,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
202,204,114781,Under Siege 2: Dark Territory,Action,1995
203,205,114798,Unstrung Heroes,Comedy|Drama,1995
204,206,114805,Unzipped,Documentary,1995
205,207,114887,"Walk in the Clouds, A",Drama|Romance,1995
206,208,114898,Waterworld,Action|Adventure|Sci-Fi,1995
207,209,114928,White Man's Burden,Drama,1995
208,210,114938,Wild Bill,Western,1995
209,211,109340,"Browning Version, The",Drama,1994
210,212,112602,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995
211,213,111579,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994
212,214,110882,Before the Rain (Pred dozhdot),Drama|War,1994
213,215,112471,Before Sunrise,Drama|Romance,1995
214,216,112508,Billy Madison,Comedy,1995
215,217,112438,"Babysitter, The",Drama|Thriller,1995
216,218,112571,Boys on the Side,Comedy|Drama,1995
217,219,112757,"Cure, The",Drama,1995
218,220,112643,Castle Freak,Horror,1995
219,222,112679,Circle of Friends,Drama|Romance,1995
220,223,109445,Clerks,Comedy,1994
221,224,112883,Don Juan DeMarco,Comedy|Drama|Romance,1995
222,225,109635,Disclosure,Drama|Thriller,1994
223,226,112899,Dream Man,Thriller,1995
224,227,109676,Drop Zone,Action|Thriller,1994
225,228,112854,Destiny Turns on the Radio,Comedy,1995
226,229,109579,Death and the Maiden,Drama|Thriller,1994
227,230,109642,Dolores Claiborne,Drama|Thriller,1995
228,231,109686,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994
229,232,111797,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994
230,233,109759,Exotica,Drama,1994
231,234,109758,Exit to Eden,Comedy,1994
232,235,109707,Ed Wood,Comedy|Drama,1994
233,236,113117,French Kiss,Action|Comedy|Romance,1995
234,237,113097,Forget Paris,Comedy|Romance,1995
235,238,113028,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995
236,239,113198,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995
237,240,113303,Hideaway,Thriller,1995
238,241,113089,Fluke,Children|Drama,1995
239,242,109771,Farinelli: il castrato,Drama|Musical,1994
240,243,113199,Gordy,Children|Comedy|Fantasy,1995
241,244,113234,Gumby: The Movie,Animation|Children,1995
242,245,109906,The Glass Shield,Crime|Drama,1994
243,246,110057,Hoop Dreams,Documentary,1994
244,247,110005,Heavenly Creatures,Crime|Drama,1994
245,248,110066,Houseguest,Comedy,1994
246,249,110116,Immortal Beloved,Drama|Romance,1994
247,250,110006,Heavyweights (Heavy Weights),Children|Comedy,1995
248,251,113360,"Hunted, The",Action,1995
249,252,110099,I.Q.,Comedy|Romance,1994
250,253,110148,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994
251,254,113463,Jefferson in Paris,Drama,1995
252,255,110189,"Jerky Boys, The",Comedy,1995
253,256,110216,Junior,Comedy|Sci-Fi,1994
254,257,113501,Just Cause,Mystery|Thriller,1995
255,258,113538,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995
256,259,113552,Kiss of Death,Crime|Drama|Thriller,1995
257,260,76759,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977
258,261,110367,Little Women,Drama,1994
259,262,113670,"Little Princess, A",Children|Drama,1995
260,263,110296,Ladybird Ladybird,Drama,1994
261,264,109731,"Enfer, L'",Drama,1994
262,265,103994,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992
263,266,110322,Legends of the Fall,Drama|Romance|War|Western,1994
264,267,110443,Major Payne,Comedy,1995
265,268,110365,Little Odessa,Crime|Drama,1994
266,269,107566,My Crazy Life (Mi vida loca),Drama,1993
267,270,110391,Love Affair,Drama|Romance,1994
268,271,113691,Losing Isaiah,Drama,1995
269,272,110428,"Madness of King George, The",Comedy|Drama,1994
270,273,109836,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994
271,274,113755,Man of the House,Comedy,1995
272,275,110538,Mixed Nuts,Comedy,1994
273,276,110516,Milk Money,Comedy|Romance,1994
274,277,110527,Miracle on 34th Street,Drama,1994
275,278,113808,Miami Rhapsody,Comedy,1995
276,279,113896,My Family,Drama,1995
277,280,113870,Murder in the First,Drama|Thriller,1995
278,281,110684,Nobody's Fool,Comedy|Drama|Romance,1994
279,282,110638,Nell,Drama,1994
280,283,113967,New Jersey Drive,Crime|Drama,1995
281,284,117169,New York Cop (Nyû Yôku no koppu),Action|Crime,1993
282,285,106402,Beyond Bedlam,Drama|Horror,1993
283,286,113948,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995
284,287,110671,Nina Takes a Lover,Comedy|Romance,1994
285,288,110632,Natural Born Killers,Action|Crime|Thriller,1994
286,289,110737,Only You,Comedy|Romance,1994
287,290,110729,Once Were Warriors,Crime|Drama,1994
288,292,114069,Outbreak,Action|Drama|Sci-Fi|Thriller,1995
289,293,110413,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994
290,294,114113,"Perez Family, The",Comedy|Romance,1995
291,295,114210,"Pyromaniac's Love Story, A",Comedy|Romance,1995
292,296,110912,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994
293,297,114084,Panther,Drama,1995
294,298,105652,Pushing Hands (Tui shou),Drama,1992
295,299,110889,Priest,Drama,1994
296,300,110932,Quiz Show,Drama,1994
297,301,114129,Picture Bride (Bijo photo),Drama|Romance,1994
298,302,110963,"Queen Margot (Reine Margot, La)",Drama|Romance,1994
299,303,114214,"Quick and the Dead, The",Action|Thriller|Western,1995
300,304,114296,Roommates,Comedy|Drama,1995
301,305,110907,Ready to Wear (Pret-A-Porter),Comedy,1994
302,306,111495,Three Colors: Red (Trois couleurs: Rouge),Drama,1994
303,307,108394,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993
304,308,111507,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994
305,309,110769,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994
306,310,114268,Rent-a-Kid,Comedy,1995
307,311,110965,Relative Fear,Horror|Thriller,1994
308,312,114571,Stuart Saves His Family,Comedy,1995
309,313,111333,"Swan Princess, The",Animation|Children,1994
310,314,111112,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994
311,315,111255,"Specialist, The",Action|Drama|Thriller,1994
312,316,111282,Stargate,Action|Adventure|Sci-Fi,1994
313,317,111070,"Santa Clause, The",Comedy|Drama|Fantasy,1994
314,318,111161,"Shawshank Redemption, The",Crime|Drama,1994
315,319,111149,Shallow Grave,Comedy|Drama|Thriller,1994
316,320,108260,Suture,Film-Noir|Thriller,1993
317,321,106966,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
318,322,114594,Swimming with Sharks,Comedy|Drama,1995
319,324,111309,"Sum of Us, The",Comedy|Drama,1994
320,325,113936,National Lampoon's Senior Trip,Comedy,1995
321,326,110081,To Live (Huozhe),Drama,1994
322,327,114614,Tank Girl,Action|Comedy|Sci-Fi,1995
323,328,114608,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995
324,329,111280,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
325,330,114609,Tales from the Hood,Action|Crime|Horror,1995
326,331,111454,Tom & Viv,Drama,1994
327,332,114852,Village of the Damned,Horror|Sci-Fi,1995
328,333,114694,Tommy Boy,Comedy,1995
329,334,111590,Vanya on 42nd Street,Drama,1994
330,335,114788,Underneath,Mystery|Thriller,1995
331,336,114888,"Walking Dead, The",Drama|War,1995
332,337,108550,What's Eating Gilbert Grape,Drama,1993
333,338,114857,Virtuosity,Action|Sci-Fi|Thriller,1995
334,339,114924,While You Were Sleeping,Comedy|Romance,1995
335,340,111667,"War, The",Adventure|Drama|War,1994
336,341,109655,Double Happiness,Drama,1994
337,342,110598,Muriel's Wedding,Comedy,1994
338,343,112435,"Baby-Sitters Club, The",Children,1995
339,344,109040,Ace Ventura: Pet Detective,Comedy,1994
340,345,109045,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994
341,346,106339,Backbeat,Drama|Musical,1993
342,347,104779,Bitter Moon,Drama|Film-Noir|Romance,1992
343,348,109348,Bullets Over Broadway,Comedy,1994
344,349,109444,Clear and Present Danger,Action|Crime|Drama|Thriller,1994
345,350,109446,"Client, The",Drama|Mystery|Thriller,1994
346,351,109484,"Corrina, Corrina",Comedy|Drama|Romance,1994
347,352,109504,Crooklyn,Comedy|Drama,1994
348,353,109506,"Crow, The",Action|Crime|Fantasy|Thriller,1994
349,354,109450,Cobb,Drama,1994
350,355,109813,"Flintstones, The",Children|Comedy|Fantasy,1994
351,356,109830,Forrest Gump,Comedy|Drama|Romance|War,1994
352,357,109831,Four Weddings and a Funeral,Comedy|Romance,1994
353,358,113305,Higher Learning,Drama,1995
354,359,110091,I Like It Like That,Comedy|Drama|Romance,1994
355,360,110093,I Love Trouble,Action|Comedy,1994
356,361,110167,It Could Happen to You,Comedy|Drama|Romance,1994
357,362,110213,"Jungle Book, The",Adventure|Children|Romance,1994
358,363,107472,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993
359,364,110357,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
360,365,107426,Little Buddha,Drama,1993
361,366,111686,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994
362,367,110475,"Mask, The",Action|Comedy|Crime|Fantasy,1994
363,368,110478,Maverick,Adventure|Comedy|Western,1994
364,369,110588,Mrs. Parker and the Vicious Circle,Drama,1994
365,370,110622,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994
366,371,110771,"Paper, The",Comedy|Drama,1994
367,372,110950,Reality Bites,Comedy|Drama|Romance,1994
368,373,105226,Red Rock West,Thriller,1992
369,374,110989,Richie Rich,Children|Comedy,1994
370,375,111054,Safe Passage,Drama,1994
371,376,110997,"River Wild, The",Action|Thriller,1994
372,377,111257,Speed,Action|Romance|Thriller,1994
373,378,111256,Speechless,Comedy|Romance,1994
374,379,111438,Timecop,Action|Sci-Fi|Thriller,1994
375,380,111503,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
376,381,111693,When a Man Loves a Woman,Drama|Romance,1994
377,382,111742,Wolf,Drama|Horror|Romance|Thriller,1994
378,383,111756,Wyatt Earp,Western,1994
379,384,112443,Bad Company,Action|Crime|Drama,1995
380,385,110455,"Man of No Importance, A",Drama,1994
381,386,111048,S.F.W.,Drama,1994
382,387,110399,"Low Down Dirty Shame, A",Action|Comedy,1994
383,388,112570,Boys Life,Drama,1995
384,389,109454,"Colonel Chabert, Le",Drama|Romance|War,1994
385,390,59170,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965
386,391,110186,Jason's Lyric,Crime|Drama,1994
387,392,108069,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1993
388,393,111301,Street Fighter,Action|Adventure|Fantasy,1994
389,394,112702,Coldblooded,Comedy,1995
390,395,112849,Desert Winds,Drama|Fantasy|Romance,1995
391,396,113014,Fall Time,Drama,1995
392,397,113043,"Fear, The",Horror,1995
393,398,113104,Frank and Ollie,Documentary,1995
394,399,113173,Girl in the Cadillac,Drama,1995
395,400,113319,Homage,Drama,1995
396,401,113827,Mirage,Action|Thriller,1995
397,402,114047,Open Season,Comedy,1996
398,403,112889,Two Crimes (Dos crímenes),Comedy|Crime|Drama,1995
399,404,109339,Brother Minister: The Assassination of Malcolm X,Documentary,1994
400,405,110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994
401,406,109785,Federal Hill,Drama,1994
402,407,113409,In the Mouth of Madness,Horror|Thriller,1995
403,408,109021,8 Seconds,Drama,1994
404,409,109035,Above the Rim,Crime|Drama,1994
405,410,106220,Addams Family Values,Children|Comedy|Fantasy,1993
406,411,111804,Martin Lawrence: You So Crazy,Comedy|Documentary,1994
407,412,106226,"Age of Innocence, The",Drama,1993
408,413,109068,Airheads,Comedy,1994
409,414,109067,"Air Up There, The",Comedy,1994
410,415,106292,Another Stakeout,Comedy|Thriller,1993
411,416,109198,Bad Girls,Western,1994
412,417,109219,Barcelona,Comedy|Romance,1994
413,418,106379,Being Human,Drama,1993
414,419,106400,"Beverly Hillbillies, The",Comedy,1993
415,420,109254,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994
416,421,109279,Black Beauty,Adventure|Children|Drama,1994
417,422,109297,Blink,Thriller,1994
418,423,109303,Blown Away,Action|Thriller,1994
419,424,109305,Blue Chips,Drama,1994
420,425,109306,Blue Sky,Drama|Romance,1994
421,426,106452,Body Snatchers,Horror|Sci-Fi|Thriller,1993
422,427,106471,Boxing Helena,Drama|Mystery|Romance|Thriller,1993
423,428,106489,"Bronx Tale, A",Drama,1993
424,429,109361,Cabin Boy,Comedy,1994
425,430,106505,Calendar Girl,Comedy|Drama,1993
426,431,106519,Carlito's Way,Crime|Drama,1993
427,432,109439,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994
428,433,109443,Clean Slate,Comedy,1994
429,434,106582,Cliffhanger,Action|Adventure|Thriller,1993
430,435,106598,Coneheads,Comedy|Sci-Fi,1993
431,436,109456,Color of Night,Drama|Thriller,1994
432,437,109480,Cops and Robbersons,Comedy,1994
433,438,109493,"Cowboy Way, The",Action|Comedy|Drama,1994
434,439,106660,Dangerous Game,Drama,1993
435,440,106673,Dave,Comedy|Romance,1993
436,441,106677,Dazed and Confused,Comedy,1993
437,442,106697,Demolition Man,Action|Adventure|Sci-Fi,1993
438,443,109729,"Endless Summer 2, The",Adventure|Documentary,1994
439,444,106834,Even Cowgirls Get the Blues,Comedy|Romance,1993
440,445,106873,Fatal Instinct,Comedy,1993
441,446,106332,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993
442,447,109783,"Favor, The",Comedy|Romance,1994
443,448,106881,Fearless,Drama,1993
444,449,106880,Fear of a Black Hat,Comedy,1994
445,450,111732,With Honors,Comedy|Drama,1994
446,451,106926,Flesh and Bone,Drama|Mystery|Romance,1993
447,452,111712,Widows' Peak,Drama,1994
448,453,106941,For Love or Money,Comedy|Romance,1993
449,454,106918,"Firm, The",Drama|Thriller,1993
450,455,106965,Free Willy,Adventure|Children|Drama,1993
451,456,109842,Fresh,Crime|Drama|Thriller,1994
452,457,106977,"Fugitive, The",Thriller,1993
453,458,107004,Geronimo: An American Legend,Drama|Western,1993
454,459,109890,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994
455,460,109891,Getting Even with Dad,Comedy,1994
456,461,109913,Go Fish,Drama|Romance,1994
457,462,109920,"Good Man in Africa, A",Action|Adventure,1994
458,463,107057,Guilty as Sin,Crime|Drama|Thriller,1993
459,464,107076,Hard Target,Action|Adventure|Crime|Thriller,1993
460,465,107096,Heaven & Earth,Action|Drama|War,1993
461,466,107144,Hot Shots! Part Deux,Action|Comedy|War,1993
462,467,113674,Live Nude Girls,Comedy,1995
463,468,112966,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995
464,469,107151,"House of the Spirits, The",Drama|Romance,1993
465,470,110064,House Party 3,Comedy,1994
466,471,110074,"Hudsucker Proxy, The",Comedy,1994
467,472,110097,I'll Do Anything,Comedy|Drama,1994
468,473,110123,In the Army Now,Comedy|War,1994
469,474,107206,In the Line of Fire,Action|Thriller,1993
470,475,107207,In the Name of the Father,Drama,1993
471,476,110137,"Inkwell, The",Comedy|Drama,1994
472,477,108551,What's Love Got to Do with It?,Drama|Musical,1993
473,478,110197,Jimmy Hollywood,Comedy|Crime|Drama,1994
474,479,107286,Judgment Night,Action|Crime|Thriller,1993
475,480,107290,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
476,481,107302,Kalifornia,Drama|Thriller,1993
477,482,110265,Killing Zoe,Crime|Drama|Thriller,1994
478,483,107322,King of the Hill,Drama,1993
479,484,110305,Lassie,Adventure|Children,1994
480,485,107362,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993
